code_atu,description,source_url
Q270,Misdeeds,https://www.ruthenia.ru/folklore/thompson/q.htm
Q280,Unkindness,https://www.ruthenia.ru/folklore/thompson/q.htm
Q300,Contentiousness,https://www.ruthenia.ru/folklore/thompson/q.htm
Q320,Evil personal,https://www.ruthenia.ru/folklore/thompson/q.htm
Q330,Overweening,https://www.ruthenia.ru/folklore/thompson/q.htm
Q340,Meddling punished.,https://www.ruthenia.ru/folklore/thompson/q.htm
Q380,Deeds,https://www.ruthenia.ru/folklore/thompson/q.htm
Q400,Kinds of,https://www.ruthenia.ru/folklore/thompson/q.htm
Q410,Capital,https://www.ruthenia.ru/folklore/thompson/q.htm
Q430,Abridgment of,https://www.ruthenia.ru/folklore/thompson/q.htm
Q450,Cruel punishments.,https://www.ruthenia.ru/folklore/thompson/q.htm
Q470,Humiliating,https://www.ruthenia.ru/folklore/thompson/q.htm
Q500,Tedious,https://www.ruthenia.ru/folklore/thompson/q.htm
Q520,Penances.,https://www.ruthenia.ru/folklore/thompson/q.htm
Q550,Miraculous,https://www.ruthenia.ru/folklore/thompson/q.htm
Q560,Punishments in,https://www.ruthenia.ru/folklore/thompson/q.htm
Q570,Punishment and,https://www.ruthenia.ru/folklore/thompson/q.htm
Q580,Punishment fitted,https://www.ruthenia.ru/folklore/thompson/q.htm
Q590,Miscellaneous,https://www.ruthenia.ru/folklore/thompson/q.htm
R0,Captivity,https://www.ruthenia.ru/folklore/thompson/r.htm
R10,Abduction,https://www.ruthenia.ru/folklore/thompson/r.htm
R40,Places of captivity,https://www.ruthenia.ru/folklore/thompson/r.htm
R50,Conditions of,https://www.ruthenia.ru/folklore/thompson/r.htm
R70,Behavior of,https://www.ruthenia.ru/folklore/thompson/r.htm
R100,Rescues,https://www.ruthenia.ru/folklore/thompson/r.htm
R110,Rescue of captive,https://www.ruthenia.ru/folklore/thompson/r.htm
R130,Rescue of,https://www.ruthenia.ru/folklore/thompson/r.htm
R150,Rescuers,https://www.ruthenia.ru/folklore/thompson/r.htm
R200,Escapes and,https://www.ruthenia.ru/folklore/thompson/r.htm
R210,Escapes,https://www.ruthenia.ru/folklore/thompson/r.htm
R220,Flights,https://www.ruthenia.ru/folklore/thompson/r.htm
R260,Pursuits,https://www.ruthenia.ru/folklore/thompson/r.htm
R300,Refuges and,https://www.ruthenia.ru/folklore/thompson/r.htm
R310,Refuges,https://www.ruthenia.ru/folklore/thompson/r.htm
R350,Recapture of,https://www.ruthenia.ru/folklore/thompson/r.htm
R0,Captivity.,https://www.ruthenia.ru/folklore/thompson/r.htm
R10,Abduction.,https://www.ruthenia.ru/folklore/thompson/r.htm
R40,Places of,https://www.ruthenia.ru/folklore/thompson/r.htm
R50,Conditions of,https://www.ruthenia.ru/folklore/thompson/r.htm
R70,Behavior of,https://www.ruthenia.ru/folklore/thompson/r.htm
R100,Rescues.,https://www.ruthenia.ru/folklore/thompson/r.htm
R110,Rescue of captive.,https://www.ruthenia.ru/folklore/thompson/r.htm
R11.1,Type 590; BP III 1; *Basset RTP III 562; English: Wells 64 (The,https://www.ruthenia.ru/folklore/thompson/r.htm
R130,Rescue of,https://www.ruthenia.ru/folklore/thompson/r.htm
R150,Rescuers.,https://www.ruthenia.ru/folklore/thompson/r.htm
R200,Escapes and,https://www.ruthenia.ru/folklore/thompson/r.htm
R210,Escapes.,https://www.ruthenia.ru/folklore/thompson/r.htm
R220,Flights.,https://www.ruthenia.ru/folklore/thompson/r.htm
R260,Pursuits.,https://www.ruthenia.ru/folklore/thompson/r.htm
R300,Refuges and,https://www.ruthenia.ru/folklore/thompson/r.htm
R310,Refuges.,https://www.ruthenia.ru/folklore/thompson/r.htm
R350,Recapture of,https://www.ruthenia.ru/folklore/thompson/r.htm
S0,Cruel relatives,https://www.ruthenia.ru/folklore/thompson/s.htm
S10,Cruel parents,https://www.ruthenia.ru/folklore/thompson/s.htm
S20,Cruel children and,https://www.ruthenia.ru/folklore/thompson/s.htm
S30,Cruel step- and,https://www.ruthenia.ru/folklore/thompson/s.htm
S40,Cruel grandparents,https://www.ruthenia.ru/folklore/thompson/s.htm
S50,Cruel,https://www.ruthenia.ru/folklore/thompson/s.htm
S60,Cruel spouse,https://www.ruthenia.ru/folklore/thompson/s.htm
S70,Other cruel,https://www.ruthenia.ru/folklore/thompson/s.htm
S100,Revolting murders,https://www.ruthenia.ru/folklore/thompson/s.htm
S110,Murders,https://www.ruthenia.ru/folklore/thompson/s.htm
S140,Cruel abandonments,https://www.ruthenia.ru/folklore/thompson/s.htm
S160,Mutilations,https://www.ruthenia.ru/folklore/thompson/s.htm
S180,Wounding or,https://www.ruthenia.ru/folklore/thompson/s.htm
S200,Cruel sacrifices,https://www.ruthenia.ru/folklore/thompson/s.htm
S210,Children sold or,https://www.ruthenia.ru/folklore/thompson/s.htm
S220,Reasons for,https://www.ruthenia.ru/folklore/thompson/s.htm
S240,Children,https://www.ruthenia.ru/folklore/thompson/s.htm
S250,Saving the promised,https://www.ruthenia.ru/folklore/thompson/s.htm
S260,Sacrifices,https://www.ruthenia.ru/folklore/thompson/s.htm
S300,Abandoned or,https://www.ruthenia.ru/folklore/thompson/s.htm
S310,Reasons for,https://www.ruthenia.ru/folklore/thompson/s.htm
S330,Circumstances of,https://www.ruthenia.ru/folklore/thompson/s.htm
S350,Fate of abandoned,https://www.ruthenia.ru/folklore/thompson/s.htm
S400,Cruel persecutions,https://www.ruthenia.ru/folklore/thompson/s.htm
S410,Persecuted wife,https://www.ruthenia.ru/folklore/thompson/s.htm
S430,Disposal of,https://www.ruthenia.ru/folklore/thompson/s.htm
S450,Fate of outcast,https://www.ruthenia.ru/folklore/thompson/s.htm
S460,Other cruel,https://www.ruthenia.ru/folklore/thompson/s.htm
S0,Cruel relative.,https://www.ruthenia.ru/folklore/thompson/s.htm
S10,Cruel parents.,https://www.ruthenia.ru/folklore/thompson/s.htm
S20,Cruel children and,https://www.ruthenia.ru/folklore/thompson/s.htm
S30,Cruel step- and,https://www.ruthenia.ru/folklore/thompson/s.htm
S40,Cruel grandparents.,https://www.ruthenia.ru/folklore/thompson/s.htm
S50,Cruel,https://www.ruthenia.ru/folklore/thompson/s.htm
S60,Cruel spouse.,https://www.ruthenia.ru/folklore/thompson/s.htm
S70,Other cruel,https://www.ruthenia.ru/folklore/thompson/s.htm
S100,Revolting murders,https://www.ruthenia.ru/folklore/thompson/s.htm
S110,Murders.,https://www.ruthenia.ru/folklore/thompson/s.htm
S140,Cruel abandonments,https://www.ruthenia.ru/folklore/thompson/s.htm
S160,Mutilations.,https://www.ruthenia.ru/folklore/thompson/s.htm
S180,Wounding or torturing.,https://www.ruthenia.ru/folklore/thompson/s.htm
S200,Cruel sacrifices.,https://www.ruthenia.ru/folklore/thompson/s.htm
S210,Children sold or,https://www.ruthenia.ru/folklore/thompson/s.htm
S220,Reasons for,https://www.ruthenia.ru/folklore/thompson/s.htm
S240,Children,https://www.ruthenia.ru/folklore/thompson/s.htm
S250,Saving the,https://www.ruthenia.ru/folklore/thompson/s.htm
S260,Sacrifices.,https://www.ruthenia.ru/folklore/thompson/s.htm
S300,Abandoned or,https://www.ruthenia.ru/folklore/thompson/s.htm
S310,Reasons for,https://www.ruthenia.ru/folklore/thompson/s.htm
S330,Circumstances of,https://www.ruthenia.ru/folklore/thompson/s.htm
S350,Fate of abandoned,https://www.ruthenia.ru/folklore/thompson/s.htm
S400,Cruel,https://www.ruthenia.ru/folklore/thompson/s.htm
S410,Persecuted wife.,https://www.ruthenia.ru/folklore/thompson/s.htm
S430,Disposal of,https://www.ruthenia.ru/folklore/thompson/s.htm
S450,Fate of outcast,https://www.ruthenia.ru/folklore/thompson/s.htm
S460,Other cruel,https://www.ruthenia.ru/folklore/thompson/s.htm
T0,Love,https://www.ruthenia.ru/folklore/thompson/t.htm
T10,Falling in love,https://www.ruthenia.ru/folklore/thompson/t.htm
T30,Lovers’ meeting,https://www.ruthenia.ru/folklore/thompson/t.htm
T50,Wooing,https://www.ruthenia.ru/folklore/thompson/t.htm
T70,The scorned lover,https://www.ruthenia.ru/folklore/thompson/t.htm
T80,Tragic love,https://www.ruthenia.ru/folklore/thompson/t.htm
T90,Love--miscellaneous,https://www.ruthenia.ru/folklore/thompson/t.htm
T100,Marriage,https://www.ruthenia.ru/folklore/thompson/t.htm
T110,Unusual marriage,https://www.ruthenia.ru/folklore/thompson/t.htm
T130,Marriage customs,https://www.ruthenia.ru/folklore/thompson/t.htm
T150,Happenings at,https://www.ruthenia.ru/folklore/thompson/t.htm
T160,Consummation of,https://www.ruthenia.ru/folklore/thompson/t.htm
T200,Married life,https://www.ruthenia.ru/folklore/thompson/t.htm
T210,Faithfulness in,https://www.ruthenia.ru/folklore/thompson/t.htm
T230,Faithlessness in,https://www.ruthenia.ru/folklore/thompson/t.htm
T250,Characteristics of,https://www.ruthenia.ru/folklore/thompson/t.htm
T280,Other aspects of,https://www.ruthenia.ru/folklore/thompson/t.htm
T300,Chastity and,https://www.ruthenia.ru/folklore/thompson/t.htm
T310,Celibacy and,https://www.ruthenia.ru/folklore/thompson/t.htm
T320,Escape from,https://www.ruthenia.ru/folklore/thompson/t.htm
T330,Anchorites under,https://www.ruthenia.ru/folklore/thompson/t.htm
T350,Chaste sleeping,https://www.ruthenia.ru/folklore/thompson/t.htm
T360,Chastity and,https://www.ruthenia.ru/folklore/thompson/t.htm
T400,Illicit sexual,https://www.ruthenia.ru/folklore/thompson/t.htm
T410,Incest,https://www.ruthenia.ru/folklore/thompson/t.htm
T450,Prostitution and,https://www.ruthenia.ru/folklore/thompson/t.htm
T460,Sexual perversions,https://www.ruthenia.ru/folklore/thompson/t.htm
T470,Illicit sexual,https://www.ruthenia.ru/folklore/thompson/t.htm
T500,Conception and,https://www.ruthenia.ru/folklore/thompson/t.htm
T510,Miraculous,https://www.ruthenia.ru/folklore/thompson/t.htm
T540,Miraculous birth,https://www.ruthenia.ru/folklore/thompson/t.htm
T550,Monstrous births,https://www.ruthenia.ru/folklore/thompson/t.htm
T570,Pregnancy,https://www.ruthenia.ru/folklore/thompson/t.htm
T580,Childbirth,https://www.ruthenia.ru/folklore/thompson/t.htm
T590,Conception and,https://www.ruthenia.ru/folklore/thompson/t.htm
T600,Care of children,https://www.ruthenia.ru/folklore/thompson/t.htm
T610,Nurture and growth,https://www.ruthenia.ru/folklore/thompson/t.htm
T640,Illegitimate,https://www.ruthenia.ru/folklore/thompson/t.htm
T670,Adoption of,https://www.ruthenia.ru/folklore/thompson/t.htm
T680,Care of,https://www.ruthenia.ru/folklore/thompson/t.htm
T0,Love.,https://www.ruthenia.ru/folklore/thompson/t.htm
T10,Falling in love.,https://www.ruthenia.ru/folklore/thompson/t.htm
T30,Lovers’ meeting.,https://www.ruthenia.ru/folklore/thompson/t.htm
T50,Wooing.,https://www.ruthenia.ru/folklore/thompson/t.htm
T70,The scorned lover.,https://www.ruthenia.ru/folklore/thompson/t.htm
T80,Tragic love.,https://www.ruthenia.ru/folklore/thompson/t.htm
T90,Love--miscellaneous,https://www.ruthenia.ru/folklore/thompson/t.htm
G530.2,"Icelandic: De la Saussaye 337, *Boberg; Irish myth: *Cross; India:",https://www.ruthenia.ru/folklore/thompson/t.htm
T100,Marriage.,https://www.ruthenia.ru/folklore/thompson/t.htm
T110,Unusual marriage.,https://www.ruthenia.ru/folklore/thompson/t.htm
T130,Marriage customs.,https://www.ruthenia.ru/folklore/thompson/t.htm
T150,Happenings at,https://www.ruthenia.ru/folklore/thompson/t.htm
T160,Consummation of,https://www.ruthenia.ru/folklore/thompson/t.htm
T200,Married life.,https://www.ruthenia.ru/folklore/thompson/t.htm
T230,Faithlessness in,https://www.ruthenia.ru/folklore/thompson/t.htm
T250,Characteristics of,https://www.ruthenia.ru/folklore/thompson/t.htm
T280,Other aspects of,https://www.ruthenia.ru/folklore/thompson/t.htm
T300,Chastity and,https://www.ruthenia.ru/folklore/thompson/t.htm
T310,Celibacy and,https://www.ruthenia.ru/folklore/thompson/t.htm
T320,Escape from,https://www.ruthenia.ru/folklore/thompson/t.htm
T330,Anchorites under,https://www.ruthenia.ru/folklore/thompson/t.htm
T350,Chaste sleeping,https://www.ruthenia.ru/folklore/thompson/t.htm
T360,Chastity and,https://www.ruthenia.ru/folklore/thompson/t.htm
T400,Illicit sexual,https://www.ruthenia.ru/folklore/thompson/t.htm
T410,Incest.,https://www.ruthenia.ru/folklore/thompson/t.htm
T450,Prostitution and,https://www.ruthenia.ru/folklore/thompson/t.htm
T460,Sexual,https://www.ruthenia.ru/folklore/thompson/t.htm
T470,Illicit sexual,https://www.ruthenia.ru/folklore/thompson/t.htm
T500,Conception and,https://www.ruthenia.ru/folklore/thompson/t.htm
T510,Miraculous,https://www.ruthenia.ru/folklore/thompson/t.htm
T540,Miraculous birth.,https://www.ruthenia.ru/folklore/thompson/t.htm
T550,Monstrous births.,https://www.ruthenia.ru/folklore/thompson/t.htm
T570,Pregnancy.,https://www.ruthenia.ru/folklore/thompson/t.htm
T580,Childbirth.,https://www.ruthenia.ru/folklore/thompson/t.htm
T590,Conception and,https://www.ruthenia.ru/folklore/thompson/t.htm
T600,Care of children.,https://www.ruthenia.ru/folklore/thompson/t.htm
T610,Nurture and growth,https://www.ruthenia.ru/folklore/thompson/t.htm
T640,Illegitimate,https://www.ruthenia.ru/folklore/thompson/t.htm
T670,Adoption of,https://www.ruthenia.ru/folklore/thompson/t.htm
T680,Care of,https://www.ruthenia.ru/folklore/thompson/t.htm
U0,Life’s inequalities,https://www.ruthenia.ru/folklore/thompson/u.htm
U10,Justice and,https://www.ruthenia.ru/folklore/thompson/u.htm
U30,Rights of the,https://www.ruthenia.ru/folklore/thompson/u.htm
U60,Wealth and poverty,https://www.ruthenia.ru/folklore/thompson/u.htm
U110,Appearances,https://www.ruthenia.ru/folklore/thompson/u.htm
U120,Nature will show,https://www.ruthenia.ru/folklore/thompson/u.htm
U130,The power of habit,https://www.ruthenia.ru/folklore/thompson/u.htm
U140,One man‘s food is another man’s poison,https://www.ruthenia.ru/folklore/thompson/u.htm
U150,Indifference of,https://www.ruthenia.ru/folklore/thompson/u.htm
U160,Misfortune with,https://www.ruthenia.ru/folklore/thompson/u.htm
U170,Behavior of the,https://www.ruthenia.ru/folklore/thompson/u.htm
U180,In vino veritas,https://www.ruthenia.ru/folklore/thompson/u.htm
U210,"Bad ruler, bad",https://www.ruthenia.ru/folklore/thompson/u.htm
U220,Forced peace,https://www.ruthenia.ru/folklore/thompson/u.htm
U230,The nature of sin,https://www.ruthenia.ru/folklore/thompson/u.htm
U240,Power of mind over,https://www.ruthenia.ru/folklore/thompson/u.htm
U250,Shortness of life,https://www.ruthenia.ru/folklore/thompson/u.htm
U260,Passage of time,https://www.ruthenia.ru/folklore/thompson/u.htm
U270,Security breeds,https://www.ruthenia.ru/folklore/thompson/u.htm
U0,Life’s inequalities.,https://www.ruthenia.ru/folklore/thompson/u.htm
U10,Justice and,https://www.ruthenia.ru/folklore/thompson/u.htm
U30,Rights of the,https://www.ruthenia.ru/folklore/thompson/u.htm
U60,Wealth and poverty.,https://www.ruthenia.ru/folklore/thompson/u.htm
U110,Appearances,https://www.ruthenia.ru/folklore/thompson/u.htm
U120,Nature will show,https://www.ruthenia.ru/folklore/thompson/u.htm
U130,The power of,https://www.ruthenia.ru/folklore/thompson/u.htm
U140,One man‘s food is another man’s poison.,https://www.ruthenia.ru/folklore/thompson/u.htm
U150,Indifference of,https://www.ruthenia.ru/folklore/thompson/u.htm
U160,Misfortune with,https://www.ruthenia.ru/folklore/thompson/u.htm
U170,Behavior of the,https://www.ruthenia.ru/folklore/thompson/u.htm
U180,In vino veritas.,https://www.ruthenia.ru/folklore/thompson/u.htm
U210,"Bad ruler, bad",https://www.ruthenia.ru/folklore/thompson/u.htm
U220,Forced peace,https://www.ruthenia.ru/folklore/thompson/u.htm
U230,The nature of sin.,https://www.ruthenia.ru/folklore/thompson/u.htm
U240,Power of mind over,https://www.ruthenia.ru/folklore/thompson/u.htm
U250,Shortness of life.,https://www.ruthenia.ru/folklore/thompson/u.htm
U260,Passage of time.,https://www.ruthenia.ru/folklore/thompson/u.htm
U270,Security breeds,https://www.ruthenia.ru/folklore/thompson/u.htm
V0,Religious services,https://www.ruthenia.ru/folklore/thompson/v.htm
V10,Religious,https://www.ruthenia.ru/folklore/thompson/v.htm
V20,Confession of sins,https://www.ruthenia.ru/folklore/thompson/v.htm
V30,Sacrament,https://www.ruthenia.ru/folklore/thompson/v.htm
V40,Mass,https://www.ruthenia.ru/folklore/thompson/v.htm
V50,Prayer,https://www.ruthenia.ru/folklore/thompson/v.htm
V60,Funeral rites,https://www.ruthenia.ru/folklore/thompson/v.htm
V70,Religious feasts,https://www.ruthenia.ru/folklore/thompson/v.htm
V80,Religious,https://www.ruthenia.ru/folklore/thompson/v.htm
V100,Religious edifices,https://www.ruthenia.ru/folklore/thompson/v.htm
V110,Religious,https://www.ruthenia.ru/folklore/thompson/v.htm
V120,Images,https://www.ruthenia.ru/folklore/thompson/v.htm
V130,Other sacred,https://www.ruthenia.ru/folklore/thompson/v.htm
V140,Sacred relics,https://www.ruthenia.ru/folklore/thompson/v.htm
V150,Sacred,https://www.ruthenia.ru/folklore/thompson/v.htm
V200,Sacred persons,https://www.ruthenia.ru/folklore/thompson/v.htm
V210,Religious founders,https://www.ruthenia.ru/folklore/thompson/v.htm
V220,Saints,https://www.ruthenia.ru/folklore/thompson/v.htm
V230,Angels,https://www.ruthenia.ru/folklore/thompson/v.htm
V250,The Virgin Mary,https://www.ruthenia.ru/folklore/thompson/v.htm
V290,Other sacred,https://www.ruthenia.ru/folklore/thompson/v.htm
V300,Religious beliefs,https://www.ruthenia.ru/folklore/thompson/v.htm
V310,Particular dogmas,https://www.ruthenia.ru/folklore/thompson/v.htm
V320,Heretics,https://www.ruthenia.ru/folklore/thompson/v.htm
V330,Conversion from,https://www.ruthenia.ru/folklore/thompson/v.htm
V340,Miracle manifested,https://www.ruthenia.ru/folklore/thompson/v.htm
V350,Conflicts between,https://www.ruthenia.ru/folklore/thompson/v.htm
V360,Christian and,https://www.ruthenia.ru/folklore/thompson/v.htm
V380,Religious,https://www.ruthenia.ru/folklore/thompson/v.htm
V400,Charity,https://www.ruthenia.ru/folklore/thompson/v.htm
V410,Charity rewarded,https://www.ruthenia.ru/folklore/thompson/v.htm
V420,Reward of the,https://www.ruthenia.ru/folklore/thompson/v.htm
V430,Charity--miscellaneous,https://www.ruthenia.ru/folklore/thompson/v.htm
V440,Other religious,https://www.ruthenia.ru/folklore/thompson/v.htm
V450,Religious orders,https://www.ruthenia.ru/folklore/thompson/v.htm
V460,Clerical virtues,https://www.ruthenia.ru/folklore/thompson/v.htm
V470,Clerical vows,https://www.ruthenia.ru/folklore/thompson/v.htm
V510,Religious visions,https://www.ruthenia.ru/folklore/thompson/v.htm
V520,Salvation,https://www.ruthenia.ru/folklore/thompson/v.htm
V530,Pilgrimages,https://www.ruthenia.ru/folklore/thompson/v.htm
V540,Intervention of,https://www.ruthenia.ru/folklore/thompson/v.htm
V0,Religious services.,https://www.ruthenia.ru/folklore/thompson/v.htm
V10,Religious,https://www.ruthenia.ru/folklore/thompson/v.htm
V20,Confession of sins.,https://www.ruthenia.ru/folklore/thompson/v.htm
V30,Sacrament.,https://www.ruthenia.ru/folklore/thompson/v.htm
V40,Mass.,https://www.ruthenia.ru/folklore/thompson/v.htm
V50,Prayer.,https://www.ruthenia.ru/folklore/thompson/v.htm
V60,Funeral rites.,https://www.ruthenia.ru/folklore/thompson/v.htm
V70,Religious feasts,https://www.ruthenia.ru/folklore/thompson/v.htm
V80,Religious services--miscellaneous.,https://www.ruthenia.ru/folklore/thompson/v.htm
V100,Religious edifices,https://www.ruthenia.ru/folklore/thompson/v.htm
V110,Religious,https://www.ruthenia.ru/folklore/thompson/v.htm
V120,Images.,https://www.ruthenia.ru/folklore/thompson/v.htm
V130,Other sacred,https://www.ruthenia.ru/folklore/thompson/v.htm
V140,Sacred relics.,https://www.ruthenia.ru/folklore/thompson/v.htm
V150,Sacred,https://www.ruthenia.ru/folklore/thompson/v.htm
V200,Sacred persons.,https://www.ruthenia.ru/folklore/thompson/v.htm
V210,Religious,https://www.ruthenia.ru/folklore/thompson/v.htm
V220,Saints.,https://www.ruthenia.ru/folklore/thompson/v.htm
V230,Angels.,https://www.ruthenia.ru/folklore/thompson/v.htm
V250,The Virgin Mary.,https://www.ruthenia.ru/folklore/thompson/v.htm
V290,Other sacred,https://www.ruthenia.ru/folklore/thompson/v.htm
V300,Religious beliefs.,https://www.ruthenia.ru/folklore/thompson/v.htm
V310,Particular dogmas.,https://www.ruthenia.ru/folklore/thompson/v.htm
V320,Heretics.,https://www.ruthenia.ru/folklore/thompson/v.htm
V330,Conversion from,https://www.ruthenia.ru/folklore/thompson/v.htm
V340,Miracle manifested,https://www.ruthenia.ru/folklore/thompson/v.htm
V350,Conflicts between,https://www.ruthenia.ru/folklore/thompson/v.htm
V360,Christian and,https://www.ruthenia.ru/folklore/thompson/v.htm
V380,Religious,https://www.ruthenia.ru/folklore/thompson/v.htm
V400,Charity.,https://www.ruthenia.ru/folklore/thompson/v.htm
V410,Charity rewarded.,https://www.ruthenia.ru/folklore/thompson/v.htm
V420,Reward of the,https://www.ruthenia.ru/folklore/thompson/v.htm
V440,Other religious,https://www.ruthenia.ru/folklore/thompson/v.htm
V450,Religious orders.,https://www.ruthenia.ru/folklore/thompson/v.htm
V460,Clerical virtues,https://www.ruthenia.ru/folklore/thompson/v.htm
V470,Clerical vows.,https://www.ruthenia.ru/folklore/thompson/v.htm
V510,Religious visions.,https://www.ruthenia.ru/folklore/thompson/v.htm
V520,Salvation.,https://www.ruthenia.ru/folklore/thompson/v.htm
V530,Pilgrimages.,https://www.ruthenia.ru/folklore/thompson/v.htm
V540,Intervention of,https://www.ruthenia.ru/folklore/thompson/v.htm
W0,Favorable traits of,https://www.ruthenia.ru/folklore/thompson/w.htm
W10,Kindness,https://www.ruthenia.ru/folklore/thompson/w.htm
W20,Other favorable,https://www.ruthenia.ru/folklore/thompson/w.htm
W100,Unfavorable traits,https://www.ruthenia.ru/folklore/thompson/w.htm
W110,Unfavorable traits,https://www.ruthenia.ru/folklore/thompson/w.htm
W150,Unfavorable traits,https://www.ruthenia.ru/folklore/thompson/w.htm
W200,Traits of,https://www.ruthenia.ru/folklore/thompson/w.htm
W0,Favorable traits of,https://www.ruthenia.ru/folklore/thompson/w.htm
W10,Kindness.,https://www.ruthenia.ru/folklore/thompson/w.htm
W20,Other favorable,https://www.ruthenia.ru/folklore/thompson/w.htm
W100,Unfavorable traits,https://www.ruthenia.ru/folklore/thompson/w.htm
W110,Unfavorable traits,https://www.ruthenia.ru/folklore/thompson/w.htm
W150,Unfavorable traits,https://www.ruthenia.ru/folklore/thompson/w.htm
W200,Traits of,https://www.ruthenia.ru/folklore/thompson/w.htm
X0,Humor of,https://www.ruthenia.ru/folklore/thompson/x.htm
X100,Humor of disability,https://www.ruthenia.ru/folklore/thompson/x.htm
X110,Humor of deafness,https://www.ruthenia.ru/folklore/thompson/x.htm
X120,Humor of bad,https://www.ruthenia.ru/folklore/thompson/x.htm
X130,Other physical,https://www.ruthenia.ru/folklore/thompson/x.htm
X200,Humor dealing with,https://www.ruthenia.ru/folklore/thompson/x.htm
X210,Jokes about,https://www.ruthenia.ru/folklore/thompson/x.htm
X220,Jokes about,https://www.ruthenia.ru/folklore/thompson/x.htm
X230,Jokes about,https://www.ruthenia.ru/folklore/thompson/x.htm
X240,Jokes about,https://www.ruthenia.ru/folklore/thompson/x.htm
X250,Jokes about other,https://www.ruthenia.ru/folklore/thompson/x.htm
X300,Humor dealing with,https://www.ruthenia.ru/folklore/thompson/x.htm
X310,Jokes on lawyers,https://www.ruthenia.ru/folklore/thompson/x.htm
X330,Jokes on,https://www.ruthenia.ru/folklore/thompson/x.htm
X350,Jokes on teachers,https://www.ruthenia.ru/folklore/thompson/x.htm
X370,Jokes on scholars,https://www.ruthenia.ru/folklore/thompson/x.htm
X410,Jokes on parsons,https://www.ruthenia.ru/folklore/thompson/x.htm
X460,Humor concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X500,Humor concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X510,Jokes concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X520,Jokes concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X530,Jokes concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X540,Jokes on madmen,https://www.ruthenia.ru/folklore/thompson/x.htm
X550,Jokes on secret,https://www.ruthenia.ru/folklore/thompson/x.htm
X600,Humor concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X610,Jokes concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X650,Jokes concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X680,Jokes concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X700,Humor concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X750,Jokes on old maids,https://www.ruthenia.ru/folklore/thompson/x.htm
X760,Jokes on courtship,https://www.ruthenia.ru/folklore/thompson/x.htm
X800,Humor based on,https://www.ruthenia.ru/folklore/thompson/x.htm
X910,Lie: the,https://www.ruthenia.ru/folklore/thompson/x.htm
X920,Lie: the large man,https://www.ruthenia.ru/folklore/thompson/x.htm
X930,Lie: remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X940,Lie: remarkably,https://www.ruthenia.ru/folklore/thompson/x.htm
X960,Lie: remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X980,Lie: occupational,https://www.ruthenia.ru/folklore/thompson/x.htm
X1010,Lie: remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X1020,Lie: remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X1030,Lie: remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X1060,Lie: other,https://www.ruthenia.ru/folklore/thompson/x.htm
X1070,Extraordinary man’s family,https://www.ruthenia.ru/folklore/thompson/x.htm
X1100,Lie: the remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X1110,Lie: the,https://www.ruthenia.ru/folklore/thompson/x.htm
X1120,Lie: the great,https://www.ruthenia.ru/folklore/thompson/x.htm
X1130,Lie: hunter‘s unusual experiences,https://www.ruthenia.ru/folklore/thompson/x.htm
X1150,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1200,Lie: remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X1210,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1250,Lies about birds,https://www.ruthenia.ru/folklore/thompson/x.htm
X1280,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1300,Lies about fish,https://www.ruthenia.ru/folklore/thompson/x.htm
X1320,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1340,Lie:,https://www.ruthenia.ru/folklore/thompson/x.htm
X1370,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1400,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1410,Lies about fruits,https://www.ruthenia.ru/folklore/thompson/x.htm
X1420,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1450,Lies about field,https://www.ruthenia.ru/folklore/thompson/x.htm
X1470,Lies about trees,https://www.ruthenia.ru/folklore/thompson/x.htm
X1480,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1490,Lie:,https://www.ruthenia.ru/folklore/thompson/x.htm
X1500,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1510,Lies about land,https://www.ruthenia.ru/folklore/thompson/x.htm
X1520,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
